DATE|COUNTRIES|GROUND|CITY|COUNTRY|TEAM.1|TEAM.2|WINNER|MARGIN
2006-11-11|Kenya v. Bermuda|Mombasa Sports Ground|Mombasa|Kenya|Kenya|Bermuda|Kenya|79 runs
2006-11-12|Kenya v. Bermuda|Mombasa Sports Ground|Mombasa|Kenya|Kenya|Bermuda|Kenya|7 wickets
2006-11-14|Kenya v. Bermuda|Mombasa Sports Ground|Mombasa|Kenya|Kenya|Bermuda|Kenya|104 runs
2006-11-22|South Africa v. India|Kingsmead|Durban|South Africa|South Africa|India|South Africa|157 runs
2006-11-26|Canada v. Netherlands|Senwes Park|Potchefstroom|South Africa|Canada|Netherlands|Netherlands|17 runs
2006-11-26|South Africa v. India|Newlands|Cape Town|South Africa|South Africa|India|South Africa|106 runs
2006-11-27|Bermuda v. Canada|Senwes Park|Potchefstroom|South Africa|Bermuda|Canada|Canada|5 wickets
2006-11-28|Bermuda v. Netherlands|Senwes Park|Potchefstroom|South Africa|Bermuda|Netherlands|Netherlands|8 wickets
2006-11-29|South Africa v. India|St George's Park|Port Elizabeth|South Africa|South Africa|India|South Africa|80 runs
2006-11-30|Bangladesh v. Zimbabwe|Sheikh Abu Naser Stadium|Khulna|Bangladesh|Bangladesh|Zimbabwe|Bangladesh|9 wickets
2006-11-30|Bermuda v. Canada|Willowmoore Park|Benoni|South Africa|Bermuda|Canada|Canada|3 wickets
2006-12-01|Canada v. Netherlands|Willowmoore Park|Benoni|South Africa|Canada|Netherlands|Netherlands|1 wicket
2006-12-02|Bermuda v. Netherlands|Willowmoore Park|Benoni|South Africa|Bermuda|Netherlands|Bermuda|6 wickets
2006-12-03|Bangladesh v. Zimbabwe|Shaheed Chandu Stadium|Bogra|Bangladesh|Bangladesh|Zimbabwe|Bangladesh|6 wickets
2006-12-03|South Africa v. India|SuperSport Park|Centurion|South Africa|South Africa|India|South Africa|9 wickets
2006-12-05|Bangladesh v. Zimbabwe|Shaheed Chandu Stadium|Bogra|Bangladesh|Bangladesh|Zimbabwe|Bangladesh|26 runs
2006-12-07|Pakistan v. West Indies|Iqbal Stadium|Faisalabad (Lyallpur)|Pakistan|Pakistan|West Indies|Pakistan|2 wickets
2006-12-08|Bangladesh v. Zimbabwe|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|Zimbabwe|Bangladesh|8 wickets
2006-12-09|Bangladesh v. Zimbabwe|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|Zimbabwe|Bangladesh|3 wickets
2006-12-10|Pakistan v. West Indies|Gaddafi Stadium|Lahore|Pakistan|Pakistan|West Indies|Pakistan|7 wickets
2006-12-13|Pakistan v. West Indies|Multan Cricket Stadium|Multan|Pakistan|Pakistan|West Indies|West Indies|7 wickets
2006-12-15|Bangladesh v. Scotland|Zahur Ahmed Chowdhury Stadium|Chittagong|Bangladesh|Bangladesh|Scotland|Bangladesh|6 wickets
2006-12-16|Pakistan v. West Indies|National Stadium|Karachi|Pakistan|Pakistan|West Indies|Pakistan|7 wickets
2006-12-17|Bangladesh v. Scotland|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|Scotland|Bangladesh|146 runs
2006-12-28|New Zealand v. Sri Lanka|McLean Park|Napier|New Zealand|New Zealand|Sri Lanka|Sri Lanka|7 wickets
2006-12-31|New Zealand v. Sri Lanka|Queenstown Events Centre|Queenstown|New Zealand|New Zealand|Sri Lanka|New Zealand|1 wicket
2007-01-02|New Zealand v. Sri Lanka|AMI Stadium|Christchurch|New Zealand|New Zealand|Sri Lanka|New Zealand|4 wickets
2007-01-06|New Zealand v. Sri Lanka|Eden Park|Auckland|New Zealand|New Zealand|Sri Lanka|Sri Lanka|189 runs
2007-01-12|Australia v. England|Melbourne Cricket Ground|Melbourne|Australia|Australia|England|Australia|8 wickets
2007-01-14|Australia v. New Zealand|Bellerive Oval|Hobart|Australia|Australia|New Zealand|Australia|105 runs
2007-01-16|England v. New Zealand|Bellerive Oval|Hobart|Australia|England|New Zealand|England|3 wickets
2007-01-17|Kenya v. Scotland|Mombasa Sports Ground|Mombasa|Kenya|Kenya|Scotland|Kenya|190 runs
2007-01-18|Canada v. Scotland|Mombasa Sports Ground|Mombasa|Kenya|Canada|Scotland|Scotland|2 wickets
2007-01-19|Australia v. England|Brisbane Cricket Ground|Brisbane|Australia|Australia|England|Australia|4 wickets
2007-01-21|India v. West Indies|Vidarbha Cricket Association Ground|Nagpur|India|India|West Indies|India|14 runs
2007-01-21|Kenya v. Scotland|Mombasa Sports Ground|Mombasa|Kenya|Kenya|Scotland|Kenya|6 runs
2007-01-21|Australia v. New Zealand|Sydney Cricket Ground|Sydney|Australia|Australia|New Zealand|Australia|2 wickets
2007-01-23|Canada v. Scotland|Mombasa Sports Ground|Mombasa|Kenya|Canada|Scotland|Scotland|2 wickets
2007-01-23|England v. New Zealand|Adelaide Oval|Adelaide|Australia|England|New Zealand|New Zealand|90 runs
2007-01-24|India v. West Indies|Barabati Stadium|Cuttack|India|India|West Indies|India|20 runs
2007-01-24|Kenya v. Canada|Mombasa Sports Ground|Mombasa|Kenya|Kenya|Canada|Canada|69 runs
2007-01-26|Australia v. England|Adelaide Oval|Adelaide|Australia|Australia|England|Australia|9 wickets
2007-01-27|India v. West Indies|MA Chidambaram Stadium|Chennai|India|India|West Indies|West Indies|3 wickets
2007-01-28|Australia v. New Zealand|WACA Ground|Perth|Australia|Australia|New Zealand|Australia|8 runs
2007-01-29|Kenya v. Bermuda|Jaffrey Sports Club Ground|Nairobi|Kenya|Kenya|Bermuda|Kenya|10 wickets
2007-01-30|Canada v. Netherlands|Ruaraka Sports Club Ground|Nairobi|Kenya|Canada|Netherlands|Netherlands|8 wickets
2007-01-30|Ireland v. Scotland|Gymkhana Club Ground|Nairobi|Kenya|Ireland|Scotland|Scotland|3 wickets
2007-01-30|England v. New Zealand|WACA Ground|Perth|Australia|England|New Zealand|New Zealand|58 runs
2007-01-31|Bermuda v. Ireland|Jaffrey Sports Club Ground|Nairobi|Kenya|Bermuda|Ireland|Ireland|4 wickets
2007-01-31|India v. West Indies|Reliance Stadium|Vadodara|India|India|West Indies|India|160 runs
2007-01-31|Canada v. Scotland|Ruaraka Sports Club Ground|Nairobi|Kenya|Canada|Scotland|Scotland|7 runs
2007-01-31|Kenya v. Netherlands|Gymkhana Club Ground|Nairobi|Kenya|Kenya|Netherlands|Kenya|7 wickets
2007-02-02|Bermuda v. Canada|Gymkhana Club Ground|Nairobi|Kenya|Bermuda|Canada|Canada|56 runs
2007-02-02|Kenya v. Ireland|Ruaraka Sports Club Ground|Nairobi|Kenya|Kenya|Ireland|Kenya|1 wicket
2007-02-02|Netherlands v. Scotland|Jaffrey Sports Club Ground|Nairobi|Kenya|Netherlands|Scotland|Scotland|2 runs
2007-02-02|Australia v. England|Sydney Cricket Ground|Sydney|Australia|Australia|England|England|92 runs
2007-02-04|South Africa v. Pakistan|SuperSport Park|Centurion|South Africa|South Africa|Pakistan|South Africa|164 runs
2007-02-04|Zimbabwe v. Bangladesh|Harare Sports Club|Harare|Zimbabwe|Zimbabwe|Bangladesh|Bangladesh|45 runs
2007-02-04|Bermuda v. Netherlands|Ruaraka Sports Club Ground|Nairobi|Kenya|Bermuda|Netherlands|Netherlands|8 wickets
2007-02-04|Australia v. New Zealand|Melbourne Cricket Ground|Melbourne|Australia|Australia|New Zealand|Australia|5 wickets
2007-02-04|Canada v. Ireland|Jaffrey Sports Club Ground|Nairobi|Kenya|Canada|Ireland|Canada|6 wickets
2007-02-04|Kenya v. Scotland|Gymkhana Club Ground|Nairobi|Kenya|Kenya|Scotland|Scotland|77 runs
2007-02-05|Bermuda v. Scotland|Ruaraka Sports Club Ground|Nairobi|Kenya|Bermuda|Scotland|Bermuda|5 wickets
2007-02-05|Kenya v. Canada|Jaffrey Sports Club Ground|Nairobi|Kenya|Kenya|Canada|Kenya|158 runs
2007-02-05|Ireland v. Netherlands|Gymkhana Club Ground|Nairobi|Kenya|Ireland|Netherlands|Netherlands|6 runs
2007-02-06|Zimbabwe v. Bangladesh|Harare Sports Club|Harare|Zimbabwe|Zimbabwe|Bangladesh|Zimbabwe|8 wickets
2007-02-06|England v. New Zealand|Brisbane Cricket Ground|Brisbane|Australia|England|New Zealand|England|14  runs
2007-02-07|South Africa v. Pakistan|Kingsmead|Durban|South Africa|South Africa|Pakistan|Pakistan|141 runs
2007-02-07|Kenya v. Scotland|Gymkhana Club Ground|Nairobi|Kenya|Kenya|Scotland|Kenya|8 wickets
2007-02-09|Zimbabwe v. Bangladesh|Harare Sports Club|Harare|Zimbabwe|Zimbabwe|Bangladesh|Bangladesh|14 runs
2007-02-09|Australia v. England|Melbourne Cricket Ground|Melbourne|Australia|Australia|England|England|4 wickets
2007-02-10|Zimbabwe v. Bangladesh|Harare Sports Club|Harare|Zimbabwe|Zimbabwe|Bangladesh|Bangladesh|1 wicket
2007-02-11|India v. Sri Lanka|Madhavrao Scindia Cricket Ground|Rajkot|India|India|Sri Lanka|Sri Lanka|5 runs
2007-02-11|South Africa v. Pakistan|Newlands|Cape Town|South Africa|South Africa|Pakistan|South Africa|10 wickets
2007-02-11|Australia v. England|Sydney Cricket Ground|Sydney|Australia|Australia|England|England|34 runs
2007-02-14|India v. Sri Lanka|Nehru Stadium (Margao)|Margao|India|India|Sri Lanka|India|5 wickets
2007-02-14|South Africa v. Pakistan|Wanderers Stadium|Johannesburg|South Africa|South Africa|Pakistan|South Africa|9 wickets
2007-02-16|New Zealand v. Australia|Westpac Stadium|Wellington|New Zealand|New Zealand|Australia|New Zealand|10 wickets
2007-02-17|New Zealand v. Australia|Eden Park|Auckland|New Zealand|New Zealand|Australia|New Zealand|5 wickets
2007-02-17|India v. Sri Lanka|Dr YS Rajasekhara Reddy Cricket Stadium|Visakhapatnam|India|India|Sri Lanka|India|7 wickets
2007-02-20|New Zealand v. Australia|Seddon Park|Hamilton|New Zealand|New Zealand|Australia|New Zealand|1 wicket
2007-02-25|Bermuda v. Bangladesh|Antigua Recreation Ground|St. John's, Antigua|West Indies|Bermuda|Bangladesh|Bangladesh|8 wickets
2007-02-26|Bermuda v. Canada|Antigua Recreation Ground|St. John's, Antigua|West Indies|Bermuda|Canada|Canada|3 wickets
2007-02-28|Bangladesh v. Canada|Antigua Recreation Ground|St. John's, Antigua|West Indies|Bangladesh|Canada|Bangladesh|13 runs
2007-03-13|West Indies v. Pakistan|Sabina Park|Kingston, Jamaica|West Indies|West Indies|Pakistan|West Indies|54 runs
2007-03-14|Australia v. Scotland|Warner Park|Basseterre, St Kitts|West Indies|Australia|Scotland|Australia|203 runs
2007-03-14|Canada v. Kenya|Darren Sammy National Cricket Stadium|Gros Islet, St Lucia|West Indies|Canada|Kenya|Kenya|7 wickets
2007-03-15|Bermuda v. Sri Lanka|Queen's Park Oval|Port-Of-Spain, Trinidad|West Indies|Bermuda|Sri Lanka|Sri Lanka|243 runs
2007-03-15|Ireland v. Zimbabwe|Sabina Park|Kingston, Jamaica|West Indies|Ireland|Zimbabwe||Tied
2007-03-16|England v. New Zealand|Darren Sammy National Cricket Stadium|Gros Islet, St Lucia|West Indies|England|New Zealand|New Zealand|6 wickets
2007-03-16|Netherlands v. South Africa|Warner Park|Basseterre, St Kitts|West Indies|Netherlands|South Africa|South Africa|221 runs
2007-03-17|Bangladesh v. India|Queen's Park Oval|Port-Of-Spain, Trinidad|West Indies|Bangladesh|India|Bangladesh|5 wickets
2007-03-17|Ireland v. Pakistan|Sabina Park|Kingston, Jamaica|West Indies|Ireland|Pakistan|Ireland|3 wickets
2007-03-18|Australia v. Netherlands|Warner Park|Basseterre, St Kitts|West Indies|Australia|Netherlands|Australia|229 runs
2007-03-18|Canada v. England|Darren Sammy National Cricket Stadium|Gros Islet, St Lucia|West Indies|Canada|England|England|51 runs
2007-03-19|Bermuda v. India|Queen's Park Oval|Port-Of-Spain, Trinidad|West Indies|Bermuda|India|India|257 runs
2007-03-19|West Indies v. Zimbabwe|Sabina Park|Kingston, Jamaica|West Indies|West Indies|Zimbabwe|West Indies|6 wickets
2007-03-20|Kenya v. New Zealand|Darren Sammy National Cricket Stadium|Gros Islet, St Lucia|West Indies|Kenya|New Zealand|New Zealand|148 runs
2007-03-20|Scotland v. South Africa|Warner Park|Basseterre, St Kitts|West Indies|Scotland|South Africa|South Africa|7 wickets
2007-03-21|Bangladesh v. Sri Lanka|Queen's Park Oval|Port-Of-Spain, Trinidad|West Indies|Bangladesh|Sri Lanka|Sri Lanka|198 runs
2007-03-21|Pakistan v. Zimbabwe|Sabina Park|Kingston, Jamaica|West Indies|Pakistan|Zimbabwe|Pakistan|93 runs
2007-03-22|Canada v. New Zealand|Darren Sammy National Cricket Stadium|Gros Islet, St Lucia|West Indies|Canada|New Zealand|New Zealand|114 runs
2007-03-22|Netherlands v. Scotland|Warner Park|Basseterre, St Kitts|West Indies|Netherlands|Scotland|Netherlands|8 wickets
2007-03-23|India v. Sri Lanka|Queen's Park Oval|Port-Of-Spain, Trinidad|West Indies|India|Sri Lanka|Sri Lanka|69 runs
2007-03-23|West Indies v. Ireland|Queen's Park Oval|Port-Of-Spain, Trinidad|West Indies|West Indies|Ireland|West Indies|8 wickets
2007-03-24|Australia v. South Africa|Warner Park|Basseterre, St Kitts|West Indies|Australia|South Africa|Australia|83 runs
2007-03-24|England v. Kenya|Darren Sammy National Cricket Stadium|Gros Islet, St Lucia|West Indies|England|Kenya|England|7 wickets
2007-03-25|Bangladesh v. Bermuda|Queen's Park Oval|Port-Of-Spain, Trinidad|West Indies|Bangladesh|Bermuda|Bangladesh|7 wickets
2007-03-27|West Indies v. Australia|Sir Vivian Richards Stadium|North Sound, Antigua|West Indies|West Indies|Australia|Australia|103 runs
2007-03-28|South Africa v. Sri Lanka|Providence Stadium|Providence, Guyana|West Indies|South Africa|Sri Lanka|South Africa|1 wicket
2007-03-29|West Indies v. New Zealand|Sir Vivian Richards Stadium|North Sound, Antigua|West Indies|West Indies|New Zealand|New Zealand|7 wickets
2007-03-30|England v. Ireland|Providence Stadium|Providence, Guyana|West Indies|England|Ireland|England|48 runs
2007-03-31|Australia v. Bangladesh|Sir Vivian Richards Stadium|North Sound, Antigua|West Indies|Australia|Bangladesh|Australia|10 wickets
2007-04-01|West Indies v. Sri Lanka|Providence Stadium|Providence, Guyana|West Indies|West Indies|Sri Lanka|Sri Lanka|113 runs
2007-04-02|Bangladesh v. New Zealand|Sir Vivian Richards Stadium|North Sound, Antigua|West Indies|Bangladesh|New Zealand|New Zealand|9 wickets
2007-04-03|Ireland v. South Africa|Providence Stadium|Providence, Guyana|West Indies|Ireland|South Africa|South Africa|7 wickets
2007-04-04|England v. Sri Lanka|Sir Vivian Richards Stadium|North Sound, Antigua|West Indies|England|Sri Lanka|Sri Lanka|2 runs
2007-04-07|Bangladesh v. South Africa|Providence Stadium|Providence, Guyana|West Indies|Bangladesh|South Africa|Bangladesh|67 runs
2007-04-08|Australia v. England|Sir Vivian Richards Stadium|North Sound, Antigua|West Indies|Australia|England|Australia|7 wickets
2007-04-09|Ireland v. New Zealand|Providence Stadium|Providence, Guyana|West Indies|Ireland|New Zealand|New Zealand|129 runs
2007-04-10|West Indies v. South Africa|National Cricket Stadium (Grenada)|St. George's, Grenada|West Indies|West Indies|South Africa|South Africa|67 runs
2007-04-11|Bangladesh v. England|Kensington Oval|Bridgetown, Barbados|West Indies|Bangladesh|England|England|4 wickets
2007-04-12|New Zealand v. Sri Lanka|National Cricket Stadium (Grenada)|St. George's, Grenada|West Indies|New Zealand|Sri Lanka|Sri Lanka|6 wickets
2007-04-13|Australia v. Ireland|Kensington Oval|Bridgetown, Barbados|West Indies|Australia|Ireland|Australia|9 wickets
2007-04-14|New Zealand v. South Africa|National Cricket Stadium (Grenada)|St. George's, Grenada|West Indies|New Zealand|South Africa|New Zealand|5 wickets
2007-04-15|Bangladesh v. Ireland|Kensington Oval|Bridgetown, Barbados|West Indies|Bangladesh|Ireland|Ireland|74 runs
2007-04-16|Australia v. Sri Lanka|National Cricket Stadium (Grenada)|St. George's, Grenada|West Indies|Australia|Sri Lanka|Australia|7 wickets
2007-04-17|England v. South Africa|Kensington Oval|Bridgetown, Barbados|West Indies|England|South Africa|South Africa|9 wickets
2007-04-18|Ireland v. Sri Lanka|National Cricket Stadium (Grenada)|St. George's, Grenada|West Indies|Ireland|Sri Lanka|Sri Lanka|8 wickets
2007-04-19|West Indies v. Bangladesh|Kensington Oval|Bridgetown, Barbados|West Indies|West Indies|Bangladesh|West Indies|99 runs
2007-04-20|Australia v. New Zealand|National Cricket Stadium (Grenada)|St. George's, Grenada|West Indies|Australia|New Zealand|Australia|215 runs
2007-04-21|West Indies v. England|Kensington Oval|Bridgetown, Barbados|West Indies|West Indies|England|England|1 wicket
2007-04-24|New Zealand v. Sri Lanka|Sabina Park|Kingston, Jamaica|West Indies|New Zealand|Sri Lanka|Sri Lanka|81 runs
2007-04-25|Australia v. South Africa|Darren Sammy National Cricket Stadium|Gros Islet, St Lucia|West Indies|Australia|South Africa|Australia|7 wickets
2007-04-28|Australia v. Sri Lanka|Kensington Oval|Bridgetown, Barbados|West Indies|Australia|Sri Lanka|Australia|53 runs
2007-05-10|Bangladesh v. India|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|India|India|5 wickets
2007-05-12|Bangladesh v. India|Shere Bangla National Stadium|Mirpur, Dhaka|Bangladesh|Bangladesh|India|India|46 runs
2007-05-18|Pakistan v. Sri Lanka|Sheikh Zayed Stadium|Abu Dhabi|United Arab Emirates|Pakistan|Sri Lanka|Pakistan|5 wickets
2007-05-20|Pakistan v. Sri Lanka|Sheikh Zayed Stadium|Abu Dhabi|United Arab Emirates|Pakistan|Sri Lanka|Pakistan|98 runs
2007-05-22|Pakistan v. Sri Lanka|Sheikh Zayed Stadium|Abu Dhabi|United Arab Emirates|Pakistan|Sri Lanka|Sri Lanka|115 runs
2007-06-06|ACC Asian XI v. ACA Africa XI|M Chinnaswamy Stadium|Bengaluru, Bangalore|India|ACC Asian XI|ACA Africa XI|ACC Asian XI|34 runs
2007-06-09|ACC Asian XI v. ACA Africa XI|MA Chidambaram Stadium|Chennai|India|ACC Asian XI|ACA Africa XI|ACC Asian XI|31 runs
2007-06-10|ACC Asian XI v. ACA Africa XI|MA Chidambaram Stadium|Chennai|India|ACC Asian XI|ACA Africa XI|ACC Asian XI|13 runs
2007-06-23|Ireland v. India|Civil Service Cricket Club|Belfast|Ireland|Ireland|India|India|9 wickets
2007-06-24|Ireland v. South Africa|Civil Service Cricket Club|Belfast|Ireland|Ireland|South Africa|South Africa|42 runs
2007-06-26|India v. South Africa|Civil Service Cricket Club|Belfast|Ireland|India|South Africa|South Africa|4 wickets
2007-06-29|India v. South Africa|Civil Service Cricket Club|Belfast|Ireland|India|South Africa|India|6 wickets
2007-07-01|England v. West Indies|Lord's|London|England|England|West Indies|England|79 runs
2007-07-01|India v. South Africa|Civil Service Cricket Club|Belfast|Ireland|India|South Africa|India|6 wickets
2007-07-03|Canada v. Netherlands|Cricket, Skating & Curling Club|Toronto|Canada|Canada|Netherlands|Netherlands|117 runs
2007-07-04|England v. West Indies|Edgbaston|Birmingham|England|England|West Indies|West Indies|61 runs
2007-07-07|England v. West Indies|Trent Bridge|Nottingham|England|England|West Indies|West Indies|93 runs
2007-07-10|Netherlands v. West Indies|Clontarf Cricket Club Ground|Dublin|Ireland|Netherlands|West Indies|West Indies|10 wickets
2007-07-11|Ireland v. Netherlands|Civil Service Cricket Club|Belfast|Ireland|Ireland|Netherlands|Ireland|1 run
2007-07-12|Scotland v. West Indies|Clontarf Cricket Club Ground|Dublin|Ireland|Scotland|West Indies|West Indies|4 wickets
2007-07-15|Ireland v. Scotland|Civil Service Cricket Club|Belfast|Ireland|Ireland|Scotland|Ireland|22 runs
2007-07-20|Sri Lanka v. Bangladesh|P Sara Oval|Colombo|Sri Lanka|Sri Lanka|Bangladesh|Sri Lanka|70 runs
2007-07-23|Sri Lanka v. Bangladesh|R Premadasa Stadium|Colombo|Sri Lanka|Sri Lanka|Bangladesh|Sri Lanka|5 wickets
2007-07-25|Sri Lanka v. Bangladesh|R Premadasa Stadium|Colombo|Sri Lanka|Sri Lanka|Bangladesh|Sri Lanka|39 runs
2007-08-16|Scotland v. India|Titwood|Glasgow|Scotland|Scotland|India|India|7 wickets
2007-08-18|Netherlands v. Bermuda|Hazelaarweg|Rotterdam|Netherlands|Netherlands|Bermuda|Netherlands|172 runs
2007-08-20|Netherlands v. Bermuda|Hazelaarweg|Rotterdam|Netherlands|Netherlands|Bermuda|Netherlands|8 wickets
2007-08-21|England v. India|The Rose Bowl|Southampton|England|England|India|England|104 runs
2007-08-22|Zimbabwe v. South Africa|Queens Sports Club|Bulawayo|Zimbabwe|Zimbabwe|South Africa|South Africa|5 wickets
2007-08-24|England v. India|County Ground (Bristol)|Bristol|England|England|India|India|9 runs
2007-08-25|Zimbabwe v. South Africa|Harare Sports Club|Harare|Zimbabwe|Zimbabwe|South Africa|South Africa|8 wickets
2007-08-26|Zimbabwe v. South Africa|Harare Sports Club|Harare|Zimbabwe|Zimbabwe|South Africa|South Africa|28 runs
2007-08-27|England v. India|Edgbaston|Birmingham|England|England|India|England|42 runs
2007-08-30|England v. India|Old Trafford|Manchester|England|England|India|England|3 wickets
2007-09-02|England v. India|Headingley|Leeds|England|England|India|India|38 runs
2007-09-05|England v. India|Kennington Oval|London|England|England|India|India|2 wickets
